 Cr Density=7.19
 Energy(eV), Delta, Beta
  30.  0.377660841  0.182799742
  30.1696186  0.373017788  0.178925529
  30.3402004  0.368361831  0.175133333
  30.5117435  0.363693684  0.171421781
  30.6842594  0.359083772  0.167788774
  30.8577499  0.354438454  0.164232507
  31.032217  0.349802583  0.1607517
  31.207674  0.345226049  0.15734458
  31.3841228  0.340581477  0.154009879
  31.5615711  0.335967183  0.150745884
  31.7400208  0.331413537  0.14755109
  31.9194775  0.326750726  0.14447777
  32.0999527  0.322143376  0.141470626
  32.2814484  0.317589641  0.13853085
  32.4639664  0.313030392  0.135688737
  32.6475182  0.30853337  0.132904842
  32.8321075  0.304068089  0.130178154
  33.0177422  0.299583375  0.127507582
  33.2044258  0.295160979  0.124891788
  33.3921661  0.290744931  0.122329541
  33.5809631  0.286315769  0.119819753
  33.7708321  0.281949341  0.117361411
  33.9617729  0.277563989  0.114953481
  34.1537933  0.273182541  0.11259494
  34.3468971  0.268864542  0.110284828
  34.5410995  0.264496893  0.108015195
  34.736393  0.260152578  0.105789922
  34.9327927  0.255872339  0.103610434
  35.1303024  0.251491696  0.101470813
  35.3289299  0.24715586  0.0993747339
  35.5286827  0.242877573  0.097321935
  35.7295647  0.238462895  0.0953115299
  35.9315758  0.234116837  0.0933427215
  36.1347351  0.22978811  0.0914145336
  36.3390427  0.225319222  0.0895262733
  36.5445023  0.220921695  0.0876770243
  36.7511292  0.216453806  0.0858659223
  36.9589195  0.21179615  0.0840921775
  37.1678848  0.207215756  0.082355082
  37.3780365  0.202559859  0.0809231326
  37.5893707  0.197832897  0.0797810107
  37.8019028  0.193186402  0.0786549896
  38.0156364  0.188588023  0.0775951147
  38.2305756  0.184052318  0.0765756667
  38.4467316  0.179594487  0.0755695924
  38.6641121  0.175027356  0.0747619867
  38.8827171  0.170496613  0.0740064308
  39.102562  0.166045427  0.0732584745
  39.3236465  0.161416516  0.0725820214
  39.5459862  0.156860784  0.0719142184
  39.769577  0.152356401  0.0713228732
